3.252183019034747546e-02 3.426184598295908129e-02 1.131830019847092972e+00 5.655614026706335534e-02
5.990508899649577002e-02 4.049065543331665795e-01 1.264044797938260523e+00 1.300309436860879408e+01
2.554774597141623582e-03 3.415105220780507156e-01 1.079165033249851025e+00 3.210659732144860445e+00
6.522029490522232575e-03 2.945400453324067414e-01 8.986524502846924278e-01 2.730740116545355090e+00
5.720524032381539559e-03 2.296908056201711623e-01 7.491537146662395896e-01 2.638393352851108986e+00
6.103504457775230096e-03 1.878854174900527474e-01 8.862758274234161515e-01 2.337561682114336126e+00
1.157237361626075461e-02 1.654770696220931037e-01 7.924234709851845082e-01 1.681830783268929430e+00
9.221193032664956601e-03 1.415740011079910932e-01 6.996678407626805152e-01 1.564121787478388592e+00
8.782175043678126791e-03 1.276849674975584215e-01 6.194752627712518667e-01 1.435104514768430928e+00
1.028049134254705593e-02 1.125305157507935083e-01 5.602258903281968072e-01 1.236602048367168694e+00
