6.065396747404049049e-03 2.953402454597757743e-01 8.718424659017373068e-01 5.432943116239208337e+00
1.627667450678266237e-02 9.083980310799125157e-02 2.925236565708668190e-01 3.675810755968051957e+00
1.763475984933134816e-02 3.273250475285769540e-02 1.706611373725379077e-01 2.480574738082254704e+00
1.954804087018626249e-02 2.052649652656491058e-03 1.234436983969345591e-01 1.894311595760989064e+00
2.159943381049289624e-02 8.050074552392316729e-03 7.605854539059674069e-02 8.860228716447475783e-01
2.394530424123624684e-02 9.691826444403497248e-03 6.042539766662097245e-02 4.805872606344718245e-01
1.969204408382841179e-02 1.402506993990062546e-02 7.167415624413624176e-02 2.746958650607666530e-01
2.319339956801507591e-02 1.540299892792624907e-02 4.553055143532718646e-02 2.015425643101604325e-01
2.390484359100414694e-02 1.803169660075578176e-02 3.222548093659574620e-02 1.200552951978309246e-01
2.358149711596672915e-02 1.763692009488709855e-02 3.091267435502031979e-02 8.672171763287472857e-02
