4.745457488639484578e-02 6.465141828121256928e-02 1.334502885370963199e+01 8.238781398935658418e-01
4.499359038792839077e-02 5.884919315287812092e-02 7.114011525654629686e+00 7.416050208523819465e-02
4.264076804109839802e-02 5.625904536534363787e-02 7.027986069963152449e-01 6.467827222619718097e-02
3.967267978035503295e-02 5.088143201995169729e-02 4.219630412901293620e-02 5.376491971187512958e-02
3.746615593789068971e-02 4.587896430512038853e-02 3.892274365814518688e-02 3.879578143704950910e-02
3.478109858433784535e-02 3.913936498267644309e-02 3.362553921440871590e-02 3.265831784445528962e-02
3.290051733472127565e-02 3.547940827491840449e-02 3.385815729096202514e-02 2.248003165044015761e-02
3.017225169151083186e-02 2.970665298883531924e-02 3.410148545335810188e-02 1.845100930839563280e-02
2.740779753505090746e-02 2.456159699763753312e-02 2.582422833437800561e-02 1.854891300564196974e-02
2.287083209474037940e-02 1.852402710720343557e-02 2.834219231954050386e-02 2.232529120764600167e-02
