7.694577797651326323e-01 1.206106999698704829e+00 1.373261069966742465e+00 1.074490491129781589e+01
4.893434992904392433e-01 1.695112610357476290e+00 1.507765911581525620e+00 2.169581646730271629e+01
4.515612526357526413e-01 1.500577663578023691e+00 1.474147019956327354e+00 1.805052941372336761e+01
4.465011545596263565e-01 1.337372972202433674e+00 1.445533383806185013e+00 1.984761549739294750e+01
4.380954257690615750e-01 1.192675528058103396e+00 1.418150818602676333e+00 2.071776344672790771e+01
4.494598823658553788e-01 1.115495235695166176e+00 1.404119574659481895e+00 2.094404266119756386e+01
4.431996968577696094e-01 1.130898645204891251e+00 1.402291664251598791e+00 2.154492152714130526e+01
4.618609666385982693e-01 1.097916856637481287e+00 1.389897786113580835e+00 2.067451091829829579e+01
4.414703448945664910e-01 1.056622817819946603e+00 1.363599075080485834e+00 2.037464547443411078e+01
4.539686619958074876e-01 1.062073433188117866e+00 1.377333813950011310e+00 2.026811795608382738e+01
