9.155375458917416331e-01 2.368619071664326725e+00 1.383585124753172524e+00 1.876476980046678023e+01
2.738731336211923106e-01 5.248760533698436648e-01 9.913276628027459791e-01 9.985553627401818844e+00
4.852118492359178692e-01 5.181306455610390493e-01 5.734500407782011644e-01 8.149954288537827551e+00
3.794082540742603205e-01 3.387467659866194580e-01 6.817695674266309736e-01 5.479913638077791305e+00
1.372276928359965342e-01 4.543470256363729698e-02 5.781766242458397098e-01 4.720823369398644331e+00
1.119330714661757320e-01 3.723602233749461615e-02 5.246487385334503983e-01 2.728621461638180978e+00
1.090246681503272558e-01 4.681354591036392121e-02 5.895104686313972220e-01 2.744295046442919439e+00
6.866259829241433410e-02 1.068848057859952128e-01 4.753395501988951222e-01 2.276254901565121003e+00
1.278226011062299772e-01 4.023032077514619026e-02 4.405374954685237765e-01 3.577199418685875543e+00
9.083340322925569088e-02 1.105855775900943527e-01 4.580196745711437312e-01 1.284705856864314821e+00
